VisualDistractionTrials.thisRepN,VisualDistractionTrials.thisTrialN,VisualDistractionTrials.thisN,VisualDistractionTrials.thisIndex,VisualAndAudioDistractor.thisRepN,VisualAndAudioDistractor.thisTrialN,VisualAndAudioDistractor.thisN,VisualAndAudioDistractor.thisIndex,AudioDistractorFiles.thisRepN,AudioDistractorFiles.thisTrialN,AudioDistractorFiles.thisN,AudioDistractorFiles.thisIndex,IntroText.started,IntroText.stopped,next_screen1.keys,next_screen1.rt,next_screen1.started,next_screen1.stopped,FixationCrossText.started,FixationCrossText.stopped,Condition,p_Target_2.started,p_Target_2.stopped,b_Target_2.started,b_Target_2.stopped,p_Distractor_2.started,p_Distractor_2.stopped,b_Distractor_2.started,b_Distractor_2.stopped,g_Distractor_2.started,g_Distractor_2.stopped,h_Filler_2.started,h_Filler_2.stopped,l_Filler_2.started,l_Filler_2.stopped,y_filler_2.started,y_filler_2.stopped,Response,Response_code,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.started,mouse_2.stopped,whiteimage_2.started,whiteimage_2.stopped,Faster.started,Faster.stopped,happy.started,happy.stopped,sad.started,sad.stopped,Pause_Text.started,Pause_Text.stopped,next_screen1_2.keys,next_screen1_2.rt,next_screen1_2.started,next_screen1_2.stopped,p_Target.started,p_Target.stopped,b_Target.started,b_Target.stopped,p_Distractor.started,p_Distractor.stopped,b_Distractor.started,b_Distractor.stopped,g_Distractor.started,g_Distractor.stopped,h_Filler.started,h_Filler.stopped,l_Filler.started,l_Filler.stopped,y_filler.started,y_filler.stopped,p_Dis_Sound.started,p_Dis_Sound.stopped,b_Dis_Sound.started,b_Dis_Sound.stopped,g_Dis_Sound.started,g_Dis_Sound.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,whiteimage.started,whiteimage.stopped,p_Target_3.started,p_Target_3.stopped,b_Target_3.started,b_Target_3.stopped,h_Filler_3.started,h_Filler_3.stopped,l_Filler_3.started,l_Filler_3.stopped,y_filler_3.started,y_filler_3.stopped,p_Dis_Sound_2.started,p_Dis_Sound_2.stopped,b_Dis_Sound_2.started,b_Dis_Sound_2.stopped,g_Dis_Sound_2.started,g_Dis_Sound_2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.started,mouse_3.stopped,whiteimage_3.started,whiteimage_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,,,,,,58.28457989997696,None,Incongruent,59.302058999892324,59.50733049993869,59.302058999892324,59.50733049993869,59.302058999892324,59.50733049993869,59.302058999892324,59.50733049993869,59.302058999892324,59.50733049993869,59.302058999892324,59.50733049993869,59.302058999892324,59.50733049993869,59.302058999892324,59.50733049993869,Incorrect,2.0,[0.26527777],[-0.17291667],[1],[0],[0],[0.32042300002649426],0.012223190162330866,None,59.47409969998989,None,59.63475469988771,None,59.63475469988771,None,59.63475469988771,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
10,0,10,0,,,,,,,,,,,,,,,60.139878499903716,None,Neutral,61.15484839992132,61.3626180998981,61.15484839992132,61.3626180998981,61.15484839992132,61.3626180998981,61.15484839992132,61.3626180998981,61.15484839992132,61.3626180998981,61.15484839992132,61.3626180998981,61.15484839992132,61.3626180998981,61.15484839992132,61.3626180998981,Incorrect,2.0,[0.26527777],[-0.17291667],[0],[0],[1],[0.31433590000960976],0.00983829004690051,None,61.32895579992328,None,61.504871399956755,None,61.504871399956755,None,61.504871399956755,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
11,0,11,0,,,,,,,,,,,,,,,62.01165249990299,None,Neutral,63.02503379993141,63.23482459993102,63.02503379993141,63.23482459993102,63.02503379993141,63.23482459993102,63.02503379993141,63.23482459993102,63.02503379993141,63.23482459993102,63.02503379993141,63.23482459993102,63.02503379993141,63.23482459993102,63.02503379993141,63.23482459993102,Incorrect,2.0,[0.26527777],[-0.17291667],[0],[0],[1],[0.49897740001324564],0.010144690051674843,None,63.201371699920855,None,63.543804599903524,None,63.543804599903524,None,63.543804599903524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.05100339988712,None,return,1.3374310999643058,64.05100339988712,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,0,0,0,0,,,,,,,,,,,65.40464079997037,None,Neutral,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,66.97317319991998,None,66.97317319991998,None,66.97317319991998,None,,,,,,,66.41617039998528,66.6274363999255,66.41617039998528,66.6274363999255,66.41617039998528,66.6274363999255,66.41617039998528,66.6274363999255,66.41617039998528,66.6274363999255,66.41617039998528,66.6274363999255,66.41617039998528,66.6274363999255,66.41617039998528,66.6274363999255,66.40738828990143,None,66.40738828990143,None,66.40738828990143,None,[0.26944444],[-0.17291667],[1],[0],[0],[0.5332144999410957],0.009658789960667491,None,66.59678779996466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,1,0,1,0,,,,,,,,,,,67.47708349989261,None,Incongruent,,,,,,,,,,,,,,,,,Incorrect,2.0,,,,,,,,,,,68.90639109991025,None,68.90639109991025,None,68.90639109991025,None,,,,,,,68.47978329996113,68.68339669995476,68.47978329996113,68.68339669995476,68.47978329996113,68.68339669995476,68.47978329996113,68.68339669995476,68.47978329996113,68.68339669995476,68.47978329996113,68.68339669995476,68.47978329996113,68.68339669995476,68.47978329996113,68.68339669995476,68.47966058992316,None,68.47966058992316,None,68.47966058992316,None,[0.26944444],[-0.17291667],[0],[0],[1],[0.387391300057061],0.013902790029533207,None,68.66690009995364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,2,0,2,0,,,,,,,,,,,69.41599029989447,None,Neutral,,,,,,,,,,,,,,,,,Incorrect,2.0,,,,,,,,,,,70.86315329989884,None,70.86315329989884,None,70.86315329989884,None,,,,,,,70.4212987999199,70.62247869989369,70.4212987999199,70.62247869989369,70.4212987999199,70.62247869989369,70.4212987999199,70.62247869989369,70.4212987999199,70.62247869989369,70.4212987999199,70.62247869989369,70.4212987999199,70.62247869989369,70.4212987999199,70.62247869989369,70.41869158993941,None,70.41869158993941,None,70.41869158993941,None,[0.2673611],[-0.17430556],[0],[0],[1],[0.41675299999769777],0.012471689959056675,None,70.60573459998704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,3,0,3,0,,,,,,,,,,,71.37168529990595,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,72.87089429993648,None,72.87089429993648,None,72.87089429993648,None,,,,,,,72.38792599993758,72.59451799991075,72.38792599993758,72.59451799991075,72.38792599993758,72.59451799991075,72.38792599993758,72.59451799991075,72.38792599993758,72.59451799991075,72.38792599993758,72.59451799991075,72.38792599993758,72.59451799991075,72.38792599993758,72.59451799991075,72.37449948999566,None,72.37449948999566,None,72.37449948999566,None,[0.26666668],[-0.17569445],[1],[0],[0],[0.4637926999712363],0.008037390070967376,None,72.56100369989872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,4,0,4,0,,,,,,,,,,,73.37711369991302,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,74.84461399994325,None,74.84461399994325,None,74.84461399994325,None,,,,,,,74.38870569993742,74.59981749998406,74.38870569993742,74.59981749998406,74.38870569993742,74.59981749998406,74.38870569993742,74.59981749998406,74.38870569993742,74.59981749998406,74.38870569993742,74.59981749998406,74.38870569993742,74.59981749998406,74.38870569993742,74.59981749998406,74.38016278992873,None,74.38016278992873,None,74.38016278992873,None,[0.26666668],[-0.17569445],[1],[0],[0],[0.4316647000377998],0.009751389967277646,None,74.56685319996905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,5,0,5,0,,,,,,,,,,,75.34958739997819,None,Neutral,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,76.89832799998112,None,76.89832799998112,None,76.89832799998112,None,,,,,,,76.36955099995248,76.57236769993324,76.36955099995248,76.57236769993324,76.36955099995248,76.57236769993324,76.36955099995248,76.57236769993324,76.36955099995248,76.57236769993324,76.36955099995248,76.57236769993324,76.36955099995248,76.57236769993324,76.36955099995248,76.57236769993324,76.35254478999414,None,76.35254478999414,None,76.35254478999414,None,[0.26666668],[-0.17569445],[0],[0],[1],[0.4948922999901697],0.006532690022140741,None,76.55562269990332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,6,0,6,0,,,,,,,,,,,77.40534559998196,None,Neutral,,,,,,,,,,,,,,,,,None,0.0,,,,,,,,,,,79.16968139994424,None,79.16968139994424,None,79.16968139994424,None,,,,,,,78.41859029990155,78.62815859995317,78.41859029990155,78.62815859995317,78.41859029990155,78.62815859995317,78.41859029990155,78.62815859995317,78.41859029990155,78.62815859995317,78.41859029990155,78.62815859995317,78.41859029990155,78.62815859995317,78.41859029990155,78.62815859995317,78.408034689934,None,78.408034689934,None,78.408034689934,None,[],[],[],[],[],[],0.009504590067081153,0.7210007900139317,78.59487079991959,79.09349309990648,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,7,0,7,0,,,,,,,,,,,79.67820709990337,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,81.20818759989925,None,81.20818759989925,None,81.20818759989925,None,,,,,,,80.6945336998906,80.90129419998266,80.6945336998906,80.90129419998266,80.6945336998906,80.90129419998266,80.6945336998906,80.90129419998266,80.6945336998906,80.90129419998266,80.6945336998906,80.90129419998266,80.6945336998906,80.90129419998266,80.6945336998906,80.90129419998266,80.68124898998067,None,80.68124898998067,None,80.68124898998067,None,[0.26666668],[-0.17569445],[0],[0],[1],[0.4948749999748543],0.0072498900117352605,None,80.88443669991102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,8,0,8,0,,,,,,,,,,,81.71775979991071,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,83.31933429988567,None,83.31933429988567,None,83.31933429988567,None,,,,,,,82.72036009992007,82.92361079994589,82.72036009992007,82.92361079994589,82.72036009992007,82.92361079994589,82.72036009992007,82.92361079994589,82.72036009992007,82.92361079994589,82.72036009992007,82.92361079994589,82.72036009992007,82.92361079994589,82.72036009992007,82.92361079994589,82.72031998992898,None,82.72031998992898,None,82.72031998992898,None,[0.26666668],[-0.17569445],[0],[0],[1],[0.5522537999786437],0.013150690007023513,None,82.90718419989571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,9,0,9,0,,,,,,,,,,,83.82320879993495,None,Incongruent,,,,,,,,,,,,,,,,,Incorrect,2.0,,,,,,,,,,,85.38465979998,None,85.38465979998,None,85.38465979998,None,,,,,,,84.82839129993226,85.02973189996555,84.82839129993226,85.02973189996555,84.82839129993226,85.02973189996555,84.82839129993226,85.02973189996555,84.82839129993226,85.02973189996555,84.82839129993226,85.02973189996555,84.82839129993226,85.02973189996555,84.82839129993226,85.02973189996555,84.82612258996815,None,84.82612258996815,None,84.82612258996815,None,[0.26666668],[-0.17569445],[1],[0],[0],[0.5323455999605358],0.011290990049019456,None,85.01303259993438,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,10,0,10,0,,,,,,,,,,,85.89600859989878,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,87.4189324999461,None,87.4189324999461,None,87.4189324999461,None,,,,,,,86.89846529997885,87.10229589999653,86.89846529997885,87.10229589999653,86.89846529997885,87.10229589999653,86.89846529997885,87.10229589999653,86.89846529997885,87.10229589999653,86.89846529997885,87.10229589999653,86.89846529997885,87.10229589999653,86.89846529997885,87.10229589999653,86.89846078990959,None,86.89846078990959,None,86.89846078990959,None,[0.26666668],[-0.17569445],[1],[0],[0],[0.4865443999879062],0.014523789985105395,None,87.0853682999732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,11,0,11,0,,,,,,,,,,,87.91851449990645,None,Incongruent,,,,,,,,,,,,,,,,,Incorrect,2.0,,,,,,,,,,,89.3679387999,None,89.3679387999,None,89.3679387999,None,,,,,,,88.92273339990061,89.12470579997171,88.92273339990061,89.12470579997171,88.92273339990061,89.12470579997171,88.92273339990061,89.12470579997171,88.92273339990061,89.12470579997171,88.92273339990061,89.12470579997171,88.92273339990061,89.12470579997171,88.92273339990061,89.12470579997171,88.92116078999825,None,88.92116078999825,None,88.92116078999825,None,[0.26666668],[-0.17569445],[0],[0],[1],[0.4161579000065103],0.011251590098254383,None,89.10782719997223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.87410739995539,None,return,1.0661612999392673,89.87410739995539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,,,,,0,0,0,0,,,,,,,90.96019399992656,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,92.42689649993554,None,92.42689649993554,None,92.42689649993554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.98449189995881,92.1831662999466,91.98449189995881,92.1831662999466,91.98449189995881,92.1831662999466,91.98449189995881,92.1831662999466,91.98449189995881,92.1831662999466,91.96318078993355,None,91.96318078993355,None,91.96318078993355,None,[0.27291667],[-0.15902779],[0],[0],[1],[0.4264121000887826],0.004983589984476566,None,92.16909019998275,None,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,,,,,1,0,1,0,,,,,,,92.9327639999101,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,94.43614569993224,None,94.43614569993224,None,94.43614569993224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.94138829992153,94.15562619990669,93.94138829992153,94.15562619990669,93.94138829992153,94.15562619990669,93.94138829992153,94.15562619990669,93.94138829992153,94.15562619990669,93.93553068998736,None,93.93553068998736,None,93.93553068998736,None,[0.2701389],[-0.17222223],[1],[0],[0],[0.4705010000616312],0.011333090020343661,None,94.122237799922,None,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,,,,,2,0,2,0,,,,,,,94.93829469999764,None,Neutral,,,,,,,,,,,,,,,,,Incorrect,2.0,,,,,,,,,,,96.43551299988758,None,96.43551299988758,None,96.43551299988758,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.94560449989513,96.16116739995778,95.94560449989513,96.16116739995778,95.94560449989513,96.16116739995778,95.94560449989513,96.16116739995778,95.94560449989513,96.16116739995778,95.94086738999468,None,95.94086738999468,None,95.94086738999468,None,[0.26944444],[-0.17222223],[0],[0],[1],[0.44974559999536723],0.010905590024776757,None,96.12785539997276,None,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
,,,,,,,,3,0,3,0,,,,,,,96.94396710000001,None,Congruent,,,,,,,,,,,,,,,,,Incorrect,2.0,,,,,,,,,,,98.47732629999518,None,98.47732629999518,None,98.47732629999518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.94690189999528,98.15007509989664,97.94690189999528,98.15007509989664,97.94690189999528,98.15007509989664,97.94690189999528,98.15007509989664,97.94690189999528,98.15007509989664,97.94659388994333,None,97.94659388994333,None,97.94659388994333,None,[0.24930556],[-0.07013889],[0],[0],[1],[0.501839300035499],0.01321048999670893,None,98.13339749991428,None,13,001,2022-06-27_10h10.04.220,SelectiveAttentionTest,2022.1.3,59.81104495626496,
