VisualDistractionTrials.thisRepN,VisualDistractionTrials.thisTrialN,VisualDistractionTrials.thisN,VisualDistractionTrials.thisIndex,VisualAndAudioDistractor.thisRepN,VisualAndAudioDistractor.thisTrialN,VisualAndAudioDistractor.thisN,VisualAndAudioDistractor.thisIndex,AudioDistractorFiles.thisRepN,AudioDistractorFiles.thisTrialN,AudioDistractorFiles.thisN,AudioDistractorFiles.thisIndex,IntroText.started,IntroText.stopped,next_screen1.keys,next_screen1.rt,next_screen1.started,next_screen1.stopped,FixationCrossText.started,FixationCrossText.stopped,Condition,p_Target_2.started,p_Target_2.stopped,b_Target_2.started,b_Target_2.stopped,p_Distractor_2.started,p_Distractor_2.stopped,b_Distractor_2.started,b_Distractor_2.stopped,g_Distractor_2.started,g_Distractor_2.stopped,h_Filler_2.started,h_Filler_2.stopped,l_Filler_2.started,l_Filler_2.stopped,y_filler_2.started,y_filler_2.stopped,Response,Response_code,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.started,mouse_2.stopped,whiteimage_2.started,whiteimage_2.stopped,Faster.started,Faster.stopped,happy.started,happy.stopped,sad.started,sad.stopped,Pause_Text.started,Pause_Text.stopped,next_screen1_2.keys,next_screen1_2.rt,next_screen1_2.started,next_screen1_2.stopped,p_Target.started,p_Target.stopped,b_Target.started,b_Target.stopped,p_Distractor.started,p_Distractor.stopped,b_Distractor.started,b_Distractor.stopped,g_Distractor.started,g_Distractor.stopped,h_Filler.started,h_Filler.stopped,l_Filler.started,l_Filler.stopped,y_filler.started,y_filler.stopped,p_Dis_Sound.started,p_Dis_Sound.stopped,b_Dis_Sound.started,b_Dis_Sound.stopped,g_Dis_Sound.started,g_Dis_Sound.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,whiteimage.started,whiteimage.stopped,p_Target_3.started,p_Target_3.stopped,b_Target_3.started,b_Target_3.stopped,h_Filler_3.started,h_Filler_3.stopped,l_Filler_3.started,l_Filler_3.stopped,y_filler_3.started,y_filler_3.stopped,p_Dis_Sound_2.started,p_Dis_Sound_2.stopped,b_Dis_Sound_2.started,b_Dis_Sound_2.stopped,g_Dis_Sound_2.started,g_Dis_Sound_2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.started,mouse_3.stopped,whiteimage_3.started,whiteimage_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6,0,6,0,,,,,,,,,,,1358.8406734000018,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1360.432796299996,None,1360.432796299996,None,1360.432796299996,None,,,,,,,1359.8454566,1360.3478701999993,1359.8454566,1360.3478701999993,1359.8454566,1360.3478701999993,1359.8454566,1360.3478701999993,1359.8454566,1360.3478701999993,1359.8454566,1360.3478701999993,1359.8454566,1360.3478701999993,1359.8454566,1360.3478701999993,1359.8435098900022,None,1359.8435098900022,None,1359.8435098900022,None,[0.16458334],[-0.3],[1],[0],[0],[0.5511151999962749],0.012685190013144165,None,1360.3310419000045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,7,0,7,0,,,,,,,,,,,1360.9467860000004,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1362.4842563999991,None,1362.4842563999991,None,1362.4842563999991,None,,,,,,,1361.961479199992,None,1361.961479199992,None,1361.961479199992,None,1361.961479199992,None,1361.961479199992,None,1361.961479199992,None,1361.961479199992,None,1361.961479199992,None,1361.9496985899982,None,1361.9496985899982,None,1361.9496985899982,None,[0.16458334],[-0.3],[0],[0],[1],[0.49569229999906383],0.007591190005769022,None,1362.4370721000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,8,0,8,0,,,,,,,,,,,1362.9857072000013,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1364.5082436999946,None,1364.5082436999946,None,1364.5082436999946,None,,,,,,,1363.9970670000039,None,1363.9970670000039,None,1363.9970670000039,None,1363.9970670000039,None,1363.9970670000039,None,1363.9970670000039,None,1363.9970670000039,None,1363.9970670000039,None,1363.988541690001,None,1363.988541690001,None,1363.988541690001,None,[0.16458334],[-0.3],[1],[0],[0],[0.47824080000282265],0.009435090003535151,None,1364.4733121900003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,9,0,9,0,,,,,,,,,,,1365.0081996999943,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1366.5341647000023,None,1366.5341647000023,None,1366.5341647000023,None,,,,,,,1366.0269972999959,None,1366.0269972999959,None,1366.0269972999959,None,1366.0269972999959,None,1366.0269972999959,None,1366.0269972999959,None,1366.0269972999959,None,1366.0269972999959,None,1366.011087689994,None,1366.011087689994,None,1366.011087689994,None,[0.16458334],[-0.3],[0],[0],[1],[0.49167730000044685],0.0066340899938950315,None,1366.5123136900015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,10,0,10,0,,,,,,,,,,,1367.0472984999942,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1368.6074982999999,None,1368.6074982999999,None,1368.6074982999999,None,,,,,,,1368.063932799996,None,1368.063932799996,None,1368.063932799996,None,1368.063932799996,None,1368.063932799996,None,1368.063932799996,None,1368.063932799996,None,1368.063932799996,None,1368.050303489997,None,1368.050303489997,None,1368.050303489997,None,[0.16458334],[-0.3],[0],[0],[1],[0.5111497000034433],0.005905690006329678,None,1368.5546158999932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,11,0,11,0,,,,,,,,,,,1369.119787699994,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1370.7365651,None,1370.7365651,None,1370.7365651,None,,,,,,,1370.1235848999931,1370.6266990000004,1370.1235848999931,1370.6266990000004,1370.1235848999931,1370.6266990000004,1370.1235848999931,1370.6266990000004,1370.1235848999931,1370.6266990000004,1370.1235848999931,1370.6266990000004,1370.1235848999931,1370.6266990000004,1370.1235848999931,1370.6266990000004,1370.1227000899903,None,1370.1227000899903,None,1370.1227000899903,None,[0.16458334],[-0.3],[0],[0],[1],[0.5659569999988889],0.009800090003409423,None,1370.6105654999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.2429037999973,None,return,1.6979877000121633,1371.2429037999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,0,0,0,0,,,,,,,1372.9636196999927,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1374.5795799999905,None,1374.5795799999905,None,1374.5795799999905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.9807961000042,1374.4877576,1373.9807961000042,1374.4877576,1373.9807961000042,1374.4877576,1373.9807961000042,1374.4877576,1373.9807961000042,1374.4877576,1373.966813090004,None,1373.966813090004,None,1373.966813090004,None,[0.16458334],[-0.3],[1],[0],[0],[0.5636115000088466],0.007365790006588213,None,1374.4569392999983,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,1,0,1,0,,,,,,,1375.0868783000042,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1376.6187667999911,None,1376.6187667999911,None,1376.6187667999911,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.0964702999918,None,1376.0964702999918,None,1376.0964702999918,None,1376.0964702999918,None,1376.0964702999918,None,1376.0896717899973,None,1376.0896717899973,None,1376.0896717899973,None,[0.16458334],[-0.3],[1],[0],[0],[0.48022490000585094],0.010697090008761734,None,1376.5743204900004,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,2,0,2,0,,,,,,,1377.1256831999926,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1378.6139573999972,None,1378.6139573999972,None,1378.6139573999972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378.135938899999,None,1378.135938899999,None,1378.135938899999,None,1378.135938899999,None,1378.135938899999,None,1378.1285654899925,None,1378.1285654899925,None,1378.1285654899925,None,[0.16458334],[-0.3],[1],[0],[0],[0.4464114000002155],0.010925089998636395,None,None,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,3,0,3,0,,,,,,,1379.1146693000046,None,Congruent,,,,,,,,,,,,,,,,,Incorrect,2.0,,,,,,,,,,,1380.5401171999983,None,1380.5401171999983,None,1380.5401171999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.117728600002,None,1380.117728600002,None,1380.117728600002,None,1380.117728600002,None,1380.117728600002,None,1380.1174511899967,None,1380.1174511899967,None,1380.1174511899967,None,[0.16458334],[-0.3],[0],[0],[1],[0.38163420000637416],0.01288378999743145,None,None,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,4,0,4,0,,,,,,,1381.053543499991,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1382.6134034999995,None,1382.6134034999995,None,1382.6134034999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.067524500002,None,1382.067524500002,None,1382.067524500002,None,1382.067524500002,None,1382.067524500002,None,1382.0567963900044,None,1382.0567963900044,None,1382.0567963900044,None,[0.16458334],[-0.3],[0],[0],[1],[0.49723850000009406],0.008515590001479723,None,1382.544109399998,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,5,0,5,0,,,,,,,1383.1260713999945,None,Neutral,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1384.6865606999927,None,1384.6865606999927,None,1384.6865606999927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.1287108999968,1384.6332886000018,1384.1287108999968,1384.6332886000018,1384.1287108999968,1384.6332886000018,1384.1287108999968,1384.6332886000018,1384.1287108999968,1384.6332886000018,1384.1289702900044,None,1384.1289702900044,None,1384.1289702900044,None,[0.16458334],[-0.3],[0],[0],[1],[0.5190274000051431],0.01375789001758676,None,1384.6165132000024,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,6,0,6,0,,,,,,,1385.1987989999907,None,Neutral,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1386.8189098000003,None,1386.8189098000003,None,1386.8189098000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.2126680999936,1386.722343699992,1386.2126680999936,1386.722343699992,1386.2126680999936,1386.722343699992,1386.2126680999936,1386.722343699992,1386.2126680999936,1386.722343699992,1386.2018716899997,None,1386.2018716899997,None,1386.2018716899997,None,[0.16458334],[-0.3],[1],[0],[0],[0.5777273999992758],0.006581190013093874,None,1386.7058909999905,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,7,0,7,0,,,,,,,1387.3213041999988,None,Neutral,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1388.8311720999918,None,1388.8311720999918,None,1388.8311720999918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388.3275870999933,None,1388.3275870999933,None,1388.3275870999933,None,1388.3275870999933,None,1388.3275870999933,None,1388.3241277900029,None,1388.3241277900029,None,1388.3241277900029,None,[0.16458334],[-0.3],[1],[0],[0],[0.4642586000118172],0.012213590001920238,None,None,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,8,0,8,0,,,,,,,1389.3436455999909,None,Neutral,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1390.8265541,None,1390.8265541,None,1390.8265541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.3616486999963,None,1390.3616486999963,None,1390.3616486999963,None,1390.3616486999963,None,1390.3616486999963,None,1390.3469765900022,None,1390.3469765900022,None,1390.3469765900022,None,[0.16458334],[-0.3],[0],[0],[1],[0.4243562999909045],0.005896490009035915,None,None,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,9,0,9,0,,,,,,,1391.332710799994,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1392.8038778000046,None,1392.8038778000046,None,1392.8038778000046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.3351645999937,None,1392.3351645999937,None,1392.3351645999937,None,1392.3351645999937,None,1392.3351645999937,None,1392.3351964900007,None,1392.3351964900007,None,1392.3351964900007,None,[0.16458334],[-0.3],[0],[0],[1],[0.43255679999128915],0.013520890002837405,None,None,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,10,0,10,0,,,,,,,1393.3048424000008,None,Incongruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1394.8586164000008,None,1394.8586164000008,None,1394.8586164000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.307665699991,None,1394.307665699991,None,1394.307665699991,None,1394.307665699991,None,1394.307665699991,None,1394.307611589998,None,1394.307611589998,None,1394.307611589998,None,[0.16458334],[-0.3],[0],[0],[1],[0.5047950000007404],0.014199890007148497,None,1394.7965246999956,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
,,,,,,,,11,0,11,0,,,,,,,1395.3606407000043,None,Congruent,,,,,,,,,,,,,,,,,Correct,1.0,,,,,,,,,,,1396.945416100003,None,1396.945416100003,None,1396.945416100003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.3714409999957,1396.884449899997,1396.3714409999957,1396.884449899997,1396.3714409999957,1396.884449899997,1396.3714409999957,1396.884449899997,1396.3714409999957,1396.884449899997,1396.3635832899977,None,1396.3635832899977,None,1396.3635832899977,None,[0.16458334],[-0.3],[0],[0],[1],[0.5327164999907836],0.010473990012542345,None,1396.8513750999991,None,¨12,001,2022-07-13_14h54.04.366,SelectiveAttentionTest,2022.1.3,59.96710204514547,
